Barrio_Localidad,CANTIDAD_HURTOS,Domingo,Jueves,Lunes,Martes,Miércoles,Sábado,Viernes,TP27_PERSO,TP9_1_USO,TP9_3_1_NO,TP9_3_2_NO,TP9_3_3_NO,TP9_3_4_NO,TP9_3_5_NO,TP9_3_6_NO,TP9_3_7_NO,TP9_3_8_NO,TP9_3_9_NO,TP9_3_10_N,TP9_3_99_N,Num_Colegios,Num_Cai,Distancia_CAI
LOURDES-CANDELARIA,1,0,1,0,0,0,0,0,257.0,58.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.6600409074304
LOURDES-SANTA FE,18,1,2,2,3,2,2,6,3200.0,690.0,0.0,20.0,7.0,0.0,4.0,2.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,316.09744602436626
LUCERNA-KENNEDY,15,0,1,1,5,3,2,3,2728.0,895.0,3.0,11.0,6.0,0.0,3.0,2.0,1.0,0.0,0.0,4.0,0.0,3.0,0.0,739.9783605782596
LUCERO BAJO-CIUDAD BOLÍVAR,153,21,21,20,29,16,23,23,266.0,82.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,568.6057028333142
LUCERO MEDIO-CIUDAD BOLÍVAR,29,2,3,5,11,1,4,3,4819.0,1494.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,349.68095539251874
LUCERO SUR BAJO-CIUDAD BOLÍVAR,38,5,6,7,4,7,4,5,243.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493.86009551443556
LUIS CARLOS GALAN-ENGATIVÁ,86,13,8,13,14,4,18,16,8275.0,2366.0,29.0,49.0,35.0,0.0,12.0,3.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,545.3397080141026
LUNA PARK-ANTONIO NARIÑO,21,4,2,0,6,2,3,4,1029.0,369.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,204.26753460029153
LUSITANIA-KENNEDY,29,2,5,3,7,2,3,7,97.0,42.0,15.0,16.0,13.0,0.0,6.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,801.8703507327981
MALIBU-SUBA,10,2,1,1,1,2,3,0,1770.0,710.0,10.0,13.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,592.9806239513306
MALLORCA-FONTIBÓN,17,1,1,3,3,1,3,5,2393.0,889.0,0.0,0.0,24.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,632.5856400317513
MALVINAS-SAN CRISTÓBAL,1,0,1,0,0,0,0,0,374.0,113.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,756.0950307838057
MANAGUA-SAN CRISTÓBAL,3,2,0,0,0,1,0,0,3450.0,1099.0,4.0,60.0,13.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,291.18246593953046
MANUELA BELTRAN-CIUDAD BOLÍVAR,12,0,1,1,3,1,3,3,3500.0,1113.0,0.0,15.0,6.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,544.5759471199931
MANZANARES-BOSA,6,3,1,1,0,1,0,0,4456.0,1458.0,1.0,42.0,0.0,0.0,2.0,3.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,595.4449813324744
MARANDU-CIUDAD BOLÍVAR,3,0,0,0,0,1,2,0,1655.0,517.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,456.7840299047287
MARANDU-ENGATIVÁ,64,8,10,9,8,9,15,5,5855.0,1893.0,13.0,74.0,19.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,542.495598308255
MARCO FIDEL SUAREZ II SECTOR-RAFAEL URIBE,10,0,1,1,1,2,3,2,414.0,118.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.1812370735825
MARCO FIDEL SUAREZ-RAFAEL URIBE,116,9,13,23,16,22,17,16,7281.0,2546.0,7.0,163.0,51.0,1.0,5.0,0.0,2.0,0.0,0.0,4.0,0.0,6.0,1.0,136.93081374978672
MARIA CANO-CIUDAD BOLÍVAR,20,6,1,5,2,3,2,1,2826.0,894.0,1.0,6.0,3.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,865.1379558325461
MARIA CRISTINA-CHAPINERO,21,3,2,1,5,2,3,5,3773.0,2368.0,0.0,34.0,35.0,0.0,6.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,112.60852412703522
MARIA PAZ-KENNEDY,209,24,51,23,24,27,35,25,12361.0,4145.0,125.0,386.0,181.0,0.0,5.0,7.0,2.0,0.0,4.0,3.0,0.0,1.0,0.0,488.48297227774714
MARISCAL SUCRE-CHAPINERO,25,2,3,3,4,5,3,5,2023.0,621.0,1.0,12.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1459.6458532800111
MARLY-CHAPINERO,600,56,99,63,95,104,81,102,5335.0,3315.0,5.0,194.0,167.0,0.0,31.0,2.0,0.0,0.0,1.0,10.0,1.0,0.0,0.0,1171.545320004746
MARRUECOS II SECTOR-RAFAEL URIBE,7,2,0,1,1,1,1,1,4847.0,1640.0,2.0,10.0,2.0,0.0,5.0,3.0,4.0,0.0,6.0,8.0,0.0,3.0,0.0,616.6781186839864
MARRUECOS-RAFAEL URIBE,61,8,9,12,10,8,8,6,2494.0,708.0,1.0,4.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,549.1953888788613
MARSELLA-KENNEDY,336,33,55,53,44,41,51,59,4268.0,1475.0,12.0,69.0,114.0,2.0,7.0,7.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,413.5384866886602
MARTINICA-BOSA,2,0,0,0,0,0,1,1,1769.0,640.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597.6489527146246
MEDELLIN-USAQUÉN,3,0,1,1,0,0,0,1,449.0,144.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672.7501515733791
MEISSEN-CIUDAD BOLÍVAR,183,12,26,35,18,27,33,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,955.8373691373588
MEISSEN-TUNJUELITO,16,3,2,1,3,2,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1003.2755084102249
METROPOLIS-BARRIOS UNIDOS,71,6,9,8,15,11,12,10,3488.0,1372.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1060.916698869765
METROPOLIS-ENGATIVÁ,103,12,16,9,16,18,11,21,2625.0,1124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,835.3957779890452
MEXICO-CIUDAD BOLÍVAR,42,7,5,6,4,3,5,12,3976.0,1294.0,0.0,3.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,508.1803519535448
MIAMI-BOSA,1,0,0,0,0,0,0,1,671.0,251.0,1.0,11.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,653.8194584634169
MILENTA II SECTOR-KENNEDY,10,0,4,0,0,2,2,2,1006.0,380.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.5212464113307
MILENTA-PUENTE ARANDA,37,6,5,2,1,12,6,5,4636.0,1504.0,17.0,174.0,22.0,0.0,6.0,0.0,1.0,0.0,0.0,6.0,0.0,2.0,0.0,558.176499351509
MILLAN LOS SAUCES-CIUDAD BOLÍVAR,7,1,2,1,0,0,2,1,3359.0,900.0,0.0,3.0,7.0,0.0,1.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,294.32714029534753
MIRADOR DE LA ESTANCIA-CIUDAD BOLÍVAR,3,1,1,0,0,0,1,0,2414.0,676.0,0.0,10.0,5.0,0.0,2.0,14.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,1038.5350223728406
MIRADOR DE LA PRIMAVERA-CIUDAD BOLÍVAR,1,0,0,0,0,0,1,0,1188.0,390.0,9.0,4.0,4.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,366.06965121213614
MIRADOR DE SAN MARCOS-CIUDAD BOLÍVAR,2,0,0,0,1,0,0,1,383.0,118.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,263.6093507498726
MIRADOR DEL NORTE-USAQUÉN,3,0,0,1,1,0,0,1,3829.0,1073.0,3.0,25.0,5.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.12000731394835
MIRAFLORES-SAN CRISTÓBAL,2,0,0,1,0,0,0,1,681.0,170.0,0.0,2.0,2.0,0.0,1.0,19.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,184.29096514330283
MIRAFLORES-SUBA,4,1,1,0,0,0,1,1,468.0,163.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1135.0735873831102
MIRAMAR-SUBA,7,1,0,0,1,2,1,2,4592.0,1463.0,10.0,37.0,50.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1128.1317499427
MIRANDELA-SUBA,281,28,37,39,47,41,43,46,4549.0,1998.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,736.0700126764876
MIRAVALLE-USME,18,3,0,6,1,4,1,3,3965.0,1139.0,1.0,10.0,11.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,824.2893852078466
MODELIA-FONTIBÓN,666,69,94,71,94,89,122,127,4872.0,1936.0,1.0,142.0,149.0,0.0,13.0,6.0,10.0,0.0,0.0,7.0,0.0,6.0,1.0,314.88483788718156
MODELO SUR-SAN CRISTÓBAL,45,5,10,5,8,5,8,4,2772.0,914.0,21.0,27.0,22.0,0.0,14.0,2.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,140.0620215874909
MOLINOS DEL SUR-RAFAEL URIBE,274,24,41,40,45,48,39,37,125.0,40.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,529.6536655556596
MONACO-SUBA,60,7,4,6,10,8,10,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,333.7918563256648
MONTEARROYO-USAQUÉN,3,0,0,0,1,2,0,0,1002.0,358.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,958.947537262027
MONTEBLANCO-USME,63,9,8,7,4,12,11,12,7758.0,2326.0,7.0,80.0,11.0,0.0,4.0,25.0,0.0,0.0,0.0,17.0,2.0,2.0,0.0,1043.7342478911164
MONTECARLO-SAN CRISTÓBAL,4,1,1,0,0,0,1,1,1098.0,379.0,1.0,15.0,1.0,0.0,3.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1283.1128803315282
MONTERREY-CIUDAD BOLÍVAR,1,0,0,1,0,0,0,0,1455.0,538.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,1085.8404076285533
MONTERREY-KENNEDY,1,0,0,0,1,0,0,0,1919.0,678.0,19.0,15.0,42.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,654.716626824284
MONTEVIDEO-FONTIBÓN,98,5,16,17,16,19,9,16,105.0,43.0,82.0,53.0,51.0,0.0,6.0,2.0,0.0,0.0,0.0,8.0,1.0,0.0,1.0,399.16472585071125
MONTEVIDEO-USME,21,0,3,6,2,5,2,3,605.0,176.0,1.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1156.3201295873835
MORALBA-SAN CRISTÓBAL,24,5,3,2,2,4,3,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1431.4844207552019
MORAVIA-FONTIBÓN,13,2,2,0,3,1,1,4,58.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.7396752191143
MUEQUETA-BARRIOS UNIDOS,35,6,6,5,6,2,6,4,1604.0,782.0,4.0,153.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,604.9629862605243
MULTIFAMILIARES CARIMAGUA-KENNEDY,4,1,1,1,1,0,0,0,3393.0,1194.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,917.0790352531272
MULTIFAMILIARES LA PAZ-KENNEDY,1,0,0,0,1,0,0,0,3525.0,1275.0,0.0,3.0,3.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.3839754311655
MURILLO TORO-RAFAEL URIBE,54,5,6,7,13,3,9,11,6332.0,2156.0,51.0,98.0,21.0,0.0,8.0,2.0,3.0,0.0,0.0,5.0,0.0,3.0,0.0,808.0658795915721
MUZU-TUNJUELITO,25,2,6,3,5,2,2,5,151.0,57.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,557.3243064390384
NACIONES UNIDAS-CIUDAD BOLÍVAR,12,1,1,2,1,2,4,1,127.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,559.657001050572
NARIÑO SUR-SAN CRISTÓBAL,74,11,7,5,6,10,17,18,3744.0,1360.0,15.0,41.0,21.0,0.0,5.0,4.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,388.3143774253049
NICOLAS DE FEDERMAN-TEUSAQUILLO,169,28,25,18,23,24,27,24,8825.0,3983.0,3.0,32.0,68.0,0.0,17.0,4.0,11.0,0.0,0.0,5.0,4.0,5.0,1.0,291.1973899576275
NICOLAS ESCOBAR-BOSA,1,0,0,1,0,0,0,0,1004.0,304.0,2.0,26.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.1895889264435
NIZA NORTE-SUBA,141,10,24,19,19,22,16,31,384.0,154.0,0.0,15.0,15.0,0.0,8.0,1.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,1170.798920861765
NIZA SUBA-SUBA,116,7,25,11,18,17,11,27,1785.0,695.0,1.0,0.0,5.0,0.0,3.0,3.0,3.0,0.0,0.0,1.0,0.0,2.0,0.0,1222.4857460373878
NORMANDIA IV SECTOR-ENGATIVÁ,5,1,1,1,0,1,1,0,2595.0,949.0,3.0,32.0,104.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,378.5394294778811
NORMANDIA OCCIDENTAL-ENGATIVÁ,61,5,12,5,11,7,9,12,4834.0,1818.0,9.0,66.0,214.0,0.0,4.0,1.0,6.0,0.0,0.0,6.0,0.0,3.0,1.0,359.81134954884436
NORMANDIA-ENGATIVÁ,442,43,70,58,67,73,62,69,5640.0,2318.0,12.0,123.0,379.0,0.0,16.0,0.0,5.0,0.0,0.0,9.0,0.0,4.0,0.0,282.64031286210223
NUEVA COLOMBIA-CIUDAD BOLÍVAR,5,0,2,0,1,1,1,0,2080.0,651.0,0.0,1.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.62684196464846
NUEVA DELLY-SAN CRISTÓBAL,28,4,1,6,4,1,6,6,3363.0,976.0,0.0,6.0,7.0,0.0,2.0,11.0,7.0,0.0,0.0,3.0,0.0,1.0,0.0,399.7265195325808
NUEVA ESCOCIA-BOSA,3,1,1,0,1,0,0,0,1652.0,451.0,0.0,10.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,846.9739885350674
NUEVA ESCOCIA-SUBA,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,706.1525167345059
NUEVA GRANADA II SECTOR-BOSA,3,0,1,0,2,0,0,0,594.0,139.0,1.0,23.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.0981090080602
NUEVA GRANADA-BOSA,37,3,5,5,7,4,6,7,4432.0,1547.0,2.0,42.0,10.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,304.36346005868484
NUEVA GRANADA-CHAPINERO,13,2,4,3,0,0,0,4,456.0,228.0,0.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,282.85529314600154
NUEVA MARSELLA I SECTOR-KENNEDY,66,6,5,9,8,14,7,17,1083.0,367.0,1.0,22.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,797.8350676274363
NUEVA MARSELLA II SECTOR-KENNEDY,17,0,1,4,1,3,3,5,1767.0,618.0,2.0,9.0,20.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,804.3382913689834
NUEVA MARSELLA III SECTOR-KENNEDY,21,2,3,3,4,4,4,1,845.0,294.0,23.0,1.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,894.5675434536707
NUEVA TIBABUYES-SUBA,99,10,17,14,12,15,19,12,15073.0,5318.0,0.0,39.0,15.0,0.0,8.0,0.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,1113.0904529543664
NUEVA USME-USME,66,9,9,5,9,18,10,6,19.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1414.5448302377445
NUEVA VILLEMAR-FONTIBÓN,6,0,2,0,0,3,0,1,407.0,156.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.3030971195916
NUEVA YORK-KENNEDY,32,4,8,5,6,3,2,4,1426.0,423.0,21.0,45.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,811.9064465891411
NUEVO CHILE-BOSA,11,0,1,1,1,3,1,4,4043.0,975.0,0.0,39.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,503.6779867246145
NUEVO CORINTO-SUBA,17,2,3,1,3,0,3,5,9178.0,2814.0,2.0,24.0,17.0,0.0,8.0,13.0,6.0,0.0,0.0,6.0,0.0,1.0,0.0,800.9745120900405
NUEVO HORIZONTE-USAQUÉN,4,0,0,1,1,2,0,0,363.0,110.0,0.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.92016167472357
NUEVO KENNEDY-KENNEDY,30,5,6,1,2,6,3,7,877.0,299.0,4.0,42.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,792.88405894454
NUEVO MONTERREY-SUBA,2,0,0,0,0,1,1,0,586.0,225.0,1.0,6.0,9.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1181.218885999395
NUEVO PORVENIR-USME,7,2,1,1,0,2,1,0,1921.0,644.0,2.0,37.0,19.0,0.0,0.0,21.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,286.9323710117674
NUEVO SAN LUIS-USME,2,0,0,0,1,0,0,1,1014.0,310.0,2.0,12.0,13.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.33204724083541
OIKOS LA COLINA-SUBA,4,1,0,0,1,2,0,0,557.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,757.0382101965392
OLARTE-BOSA,164,18,18,28,29,16,25,30,15406.0,4478.0,34.0,199.0,135.0,1.0,7.0,5.0,4.0,0.0,0.0,1.0,1.0,4.0,0.0,344.86600787364813
OLAYA-RAFAEL URIBE,331,31,49,26,51,56,52,66,4723.0,1445.0,28.0,214.0,56.0,0.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,277.3163779799048
OLIVARES-USME,2,0,0,1,0,1,0,0,1082.0,323.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1314.621583456223
ONASIS-KENNEDY,6,1,0,1,1,0,3,0,437.0,125.0,3.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1028.8490424457245
ORQUIDEAS II SECTOR-SUBA,4,0,1,1,0,0,1,1,2175.0,704.0,0.0,31.0,17.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,719.9648264484746
ORQUIDEAS-SUBA,19,2,3,4,3,1,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,818.6226165764169
OSORIO DIEZ-BOSA,46,1,7,6,6,7,8,11,2114.0,486.0,0.0,43.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,700.3911293228446
OSPINA PEREZ-PUENTE ARANDA,44,5,7,4,7,10,7,4,3434.0,1040.0,2.0,17.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,4.0,0.0,4.0,0.0,768.4018095077602
PALERMO SUR EL TRIANGULO-RAFAEL URIBE,1,1,0,0,0,0,0,0,446.0,141.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,159.33923232549614
PALERMO SUR LAS BRISAS-RAFAEL URIBE,2,1,0,0,0,0,0,1,107.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,343.3842118567838
PALERMO SUR LOS ARRAYANES-RAFAEL URIBE,1,1,0,0,0,0,0,0,98.0,46.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.329370039461
PALERMO SUR SAN MARCOS-RAFAEL URIBE,1,0,0,0,0,0,1,0,136.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.2433305571634
PALERMO SUR-RAFAEL URIBE,41,3,9,7,8,1,10,3,3614.0,1133.0,0.0,47.0,13.0,0.0,6.0,6.0,7.0,0.0,0.0,2.0,0.0,1.0,1.0,141.13040047885292
PALERMO-TEUSAQUILLO,199,11,29,29,26,28,31,45,5016.0,2862.0,4.0,88.0,61.0,0.0,24.0,2.0,3.0,1.0,0.0,3.0,0.0,4.0,0.0,520.9585541735719
PALESTINA-FONTIBÓN,6,1,0,0,2,2,1,0,2572.0,885.0,10.0,19.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,646.4915575300721
PALMA ALDEA-SUBA,1,0,0,0,0,0,0,1,6533.0,2056.0,2.0,27.0,1.0,0.0,6.0,3.0,1.0,0.0,0.0,4.0,0.0,2.0,0.0,546.4500200017935
PALO BLANCO-ENGATIVÁ,62,7,9,5,7,8,12,14,1593.0,587.0,15.0,85.0,55.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0,310.5781629595896
PALOQUEMAO-LOS MÁRTIRES,524,38,86,71,79,79,81,90,335.0,197.0,99.0,299.0,39.0,0.0,15.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,241.69696610511923
PARCELA EL PORVENIR-BOSA,24,3,1,4,2,4,2,8,11919.0,4183.0,0.0,45.0,4.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1428.5993233375837
PARCELACION BOGOTA-CIUDAD BOLÍVAR,1,0,0,0,0,0,0,1,410.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,345.8890788508934
PARDO RUBIO-CHAPINERO,84,8,20,7,11,9,10,19,2124.0,653.0,2.0,12.0,4.0,0.0,0.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1503.4594153306973
PARIS FRANCIA-ENGATIVÁ,83,8,11,13,19,10,10,12,1252.0,441.0,12.0,72.0,14.0,0.0,4.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,382.7681311411245
PARIS GAITAN-ENGATIVÁ,80,10,12,12,9,11,15,11,11344.0,3741.0,2.0,71.0,28.0,0.0,18.0,16.0,15.0,0.0,0.0,4.0,1.0,6.0,0.0,577.6261514530404
PARQUE EL TUNAL-TUNJUELITO,106,9,20,9,17,15,21,15,41.0,17.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,812.0116127135143
PARQUE INDUSTRIAL-FONTIBÓN,1,0,0,0,0,0,1,0,9.0,5.0,19.0,9.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,725.1524734190833
PARQUE NACIONAL-SANTA FE,92,23,15,6,11,11,11,15,16.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1037.9627523166564
PARQUE SIMON BOLIVAR-TEUSAQUILLO,106,31,2,2,6,6,54,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1429.7691395548197
PARQUES DE PRIMAVERA-PUENTE ARANDA,16,2,0,2,5,4,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,735.1967009320473
PASADENA-SUBA,207,13,43,26,28,33,19,45,4068.0,2381.0,0.0,29.0,39.0,0.0,7.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,423.97559064372183
PASO ANCHO-BOSA,20,3,2,2,3,6,2,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,409.1252157968525
PASTRANA-KENNEDY,27,0,2,8,7,5,2,3,842.0,264.0,0.0,32.0,20.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,872.3726093270157
PATICOS-CIUDAD BOLÍVAR,2,0,1,0,0,0,0,1,2062.0,653.0,3.0,17.0,9.0,0.0,2.0,43.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,3109.1434394851144
PATIO BONITO I SECTOR-KENNEDY,867,86,122,125,136,119,151,128,6842.0,2152.0,20.0,231.0,69.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,639.1267701186938
PATIO BONITO II SECTOR-KENNEDY,221,21,43,29,33,34,25,36,17691.0,5851.0,22.0,492.0,61.0,1.0,13.0,5.0,2.0,0.0,0.0,4.0,0.0,8.0,1.0,43.61967370736051
PATIO BONITO III SECTOR-KENNEDY,69,4,12,5,14,11,12,11,2539.0,753.0,3.0,153.0,7.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,427.8841490112549
